"Time","Subsystem #1|PMU|PMU|PMU01|V1p1-1an_","Subsystem #1|PMU|PMU|PMU02|V1p1-2an_","Subsystem #1|PMU|PMU|PMU03|V1p1-3an_","Subsystem #1|PMU|PMU|PMU04|V1p1-4an_","Subsystem #1|PMU|PMU|PMU05|v1p1-5an_","Subsystem #1|PMU|PMU|PMU06|V1p1-6an_","Subsystem #1|PMU|PMU|PMU07|V1p1-7an_"
0.0735,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07365,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0738,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07395,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0741,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07425,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0744,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07455,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0747,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07485,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.075,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07515,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0753,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07545,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0756,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07575,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0759,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07605,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0762,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07635,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0765,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07665,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0768,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07695,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0771,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07725,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0774,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07755,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0777,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07785,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.078,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07815,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0783,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07845,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0786,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07875,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0789,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07905,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0792,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07935,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0795,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07965,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0798,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.07995,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0801,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08025,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0804,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08055,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0807,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08085,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.081,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08115,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0813,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08145,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0816,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08175,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0819,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08205,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0822,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08235,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0825,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08265,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0828,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08295,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0831,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08325,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0834,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08355,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0837,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08385,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.084,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08415,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0843,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08445,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0846,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08475,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0849,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08505,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0852,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08535,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0855,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08565,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0858,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08595,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0861,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08625,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0864,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08655,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0867,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08685,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.087,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08715,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0873,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08745,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0876,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08775,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0879,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08805,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0882,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08835,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0885,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08865,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0888,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08895,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0891,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08925,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0894,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08955,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0897,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.08985,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09015,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0903,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09045,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0906,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09075,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0909,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09105,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0912,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09135,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0915,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09165,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0918,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09195,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0921,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09225,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0924,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09255,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0927,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09285,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.093,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09315,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0933,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09345,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0936,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09375,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0939,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09405,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0942,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09435,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0945,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09465,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0948,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09495,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0951,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09525,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0954,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09555,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0957,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09585,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.096,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09615,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0963,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09645,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0966,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09675,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0969,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09705,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0972,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09735,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0975,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09765,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0978,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09795,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0981,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09825,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0984,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09855,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0987,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09885,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.099,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.09915,-2.028487485,-2.000742785,-1.998082591,-2.002205144,-1.990320351,-1.997456586,-1.996647291
0.0993,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.09945,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.0996,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.09975,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.0999,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10005,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1002,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10035,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1005,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10065,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1008,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10095,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1011,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10125,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1014,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10155,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1017,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10185,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.102,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10215,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1023,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10245,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1026,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10275,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1029,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10305,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1032,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10335,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1035,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10365,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1038,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10395,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1041,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10425,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1044,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10455,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1047,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10485,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.105,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10515,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1053,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10545,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1056,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10575,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1059,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10605,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1062,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10635,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1065,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10665,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1068,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10695,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1071,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10725,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1074,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10755,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1077,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10785,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.108,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10815,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1083,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10845,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1086,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10875,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1089,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10905,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1092,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10935,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1095,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10965,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1098,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.10995,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1101,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.11025,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1104,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.11055,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1107,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.11085,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.111,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.11115,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1113,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.11145,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
0.1116,-2.028486697,-2.000743325,-1.998083136,-2.002205808,-1.990320965,-1.997457194,-1.996647888
